area,price
106.18101782710437,204.04085834056477
192.60714596148742,322.33808456603055
159.79909127171078,267.38567125980137
139.7987726295555,233.67608503254743
73.40279606636548,110.53375429219969
73.3991780504304,125.70188290775141
58.71254182522992,108.85603731864913
179.92642186624028,321.03207732373875
140.16725176148134,247.12324343359123
156.21088666940682,229.05552689685555
53.08767414437037,116.11319060445145
195.48647782429916,315.5280711281224
174.86639612006326,278.76115417397574
81.85086660174142,165.00982567942947
77.2737450810651,166.53060807151667
77.51067647801507,164.89161709934658
95.63633644393066,156.6701542014432
128.71346474483568,216.88594960022922
114.79175279631737,208.8128978225473
93.68437102970628,190.0374590870066
141.77793420835692,233.0834165556296
70.92407909780627,132.67293911343307
93.82169728028272,148.60584644030354
104.95427649405376,163.50728225946722
118.41049763255539,223.86626289671705
167.77639420895204,308.7893918848445
79.95106732375396,148.48639855402428
127.13516576204174,240.77340660090306
138.86218532930639,245.52599849491227
56.96756190799966,102.54894776989701
141.13172778521576,248.92550378799194
75.57861855309373,174.12865915895998
59.75773894779193,118.92008763948887
192.33283058799998,349.7921189982801
194.8448049611839,269.872305359981
171.25960221746917,303.3274534137082
95.6920653760056,175.27903942877182
64.65081710095758,120.99607864211903
152.63495397682354,260.78764649594535
116.0228740609402,164.28293279939246
68.30573522671682,128.06516508332498
124.27653651669053,223.55705620527073
55.15827816728276,142.29529814575446
186.39806031181732,299.23168610225304
88.81699724000254,147.05562380214005
149.3783426530973,244.03237310795518
96.75666141341165,193.44303447415896
128.0102031766716,228.5903269582011
132.00654190149194,217.41460877689715
77.72816832882906,156.8576011555107
